CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,PANDEMIC,CASEWGT,PSUSTRAT,VERSION
16252,2020,66,5,1-66-2020-005-09,9,1,6,10:03,1,2,99,99,0,0,9,2,9,4,"V1 was headed southwest, in the second lane of a four lane, marked, driveway, to make a turn. V2 was traveling northwest on a three lane roadway with a center turn lane. The front plane of V1 struck the right side plane of V2 causing damage. V1 came to final rest near the point of impact heading southwest. V2 came to final rest on the roadway heading northwest.",0,141.917212372304,6,5
16253,2020,24,10,1-24-2020-010-02,2,1,6,23:35,1,2,2,4,4,0,3,2,2,4,V1 was traveling southbound attempting a left turn at a four-way intersection controlled by a traffic light. V2 was traveling northbound attempting to cross through the intersection. The front of V1 contacted the front of V2 in the middle of the intersection. V1 and V2 came to final rest in the middle of the intersection.,0,80.9838303797317,1,5
16254,2020,24,11,1-24-2020-011-03,3,1,1,19:25,1,2,0,0,0,0,4,2,2,4,"V1 was traveling east on two-way, two lane roadway, attempting to crossover an intersection. V2 was traveling south in lane 1 of a two-way, four lane not physically divided roadway attempting to crossover the same intersection.  V1 front plane made contact with the right plane of V2 as V1 attempted to turn to its left. Both vehicles came to rest within the roadway.",0,226.423017888067,1,5
16255,2020,24,12,1-24-2020-012-06,6,1,3,14:44,1,2,1,1,1,0,4,2,2,4,V2 was traveling northeast on a four lane physically divided roadway approaching an intersection. V1 was traveling west approaching the same intersection. V1 attempted to turn to its left and travel south. The front plane of V2 contacted the left plane of V1 in the intersection. After impact V1 rotated one quarter turn counterclockwise and came to rest in lane two of northeast travel. V2 came to rest facing east in lane one of northeast travel.,0,355.969829380749,1,5
16256,2020,24,13,1-24-2020-013-04,4,1,4,16:50,1,2,0,0,0,0,0,2,2,1,"V1 and V2 were traveling southbound on a two-lane roadway. V2 was stopped at a traffic light. The front of V1 contacted the rear of V2, both vehicles came to final rest at point of impact.",0,735.355962215073,1,5
17166,2020,14,25,1-14-2020-025-01,1,4,1,23:20,6,1,1,1,1,0,1,2,2,0,"V1 was traveling Southbound on a two lane, non divided roadway and negotiating a turn that curved left. V1 left the roadway and began to yaw in a counterclockwise manner. V1's right side contacted a fence and then a tree. V1 continued sliding sideways and V1's right side contacted another tree. V1 then began to rollover and V1's left side contacted a tree during rollover. V1's rollover ended with it's left side contacting another tree.",1,188.773611723321,8,5
17167,2020,14,26,1-14-2020-026-03,3,4,4,19:34,1,2,1,1,1,0,0,2,2,1,V1 and V2 were in Lane 1 of a four lane roadway approaching an intersection. V1 was behind V2. As V2 attempted to make a right turn at the intersection V1's front contacted V2's rear. Both vehicles came to rest at the point of impact.,1,964.119884517139,8,5
17168,2020,12,27,1-12-2020-027-08,8,4,3,14:00,1,2,9,0,1,0,8,2,2,2,Vehicle #1 was traveling east bound on a two lane roadway. Vehicle #2 was traveling west bound in a two lane roadway. V1 departed the lane on the left side and contacted the front bumper on the front bumper of V2. V1 came to rest in the roadway facing east. V2 came to rest on the shoulder of the roadway facing west.,1,443.983087539949,9,5
17169,2020,12,28,1-12-2020-028-03,3,4,4,16:21,1,2,2,5,2,0,4,2,2,4,Vehicle #1 was traveling north bound in lane one of a two lane roadway. Vehicle #2 was traveling north bound in lane two of a two lane roadway. V1 departed the lane on the left side. The left side of V1 contacted the front bumper of V2. V1 came to rest off the roadway on the left side facing west. V2 came to rest on the roadway in lane two facing north.,1,552.632086062484,9,5
17206,2020,66,24,1-66-2020-024-10,10,4,4,15:45,1,2,0,0,0,0,0,2,9,4,"V1 was traveling north on a two lane, two way, undivided roadway, passing through a four leg intersection. V2 was traveling east on a two lane, two way, undivided roadway, passing through the same intersection. The front of V2 struck the left side of V1. V1 came to rest on the roadway, heading west, north of the intersection. V2 came to rest heading north, in the intersection.",1,491.862254696781,6,5
17207,2020,25,33,1-25-2020-033-05,5,4,3,16:08,1,2,1,1,1,0,4,9,9,2,"V1 was traveling north in the left lane, following a two way, two lane road. V2 was traveling south, following the same two way, two lane road. V1 departed its travel lane to the left. The front of V1 impacted the front of V2. Both vehicles came to final rest in the roadway.",1,42.1671192624275,2,5
17208,2020,25,34,1-25-2020-034-05,5,4,2,03:24,1,1,3,17,2,2,3,1,1,0,"V1 was traveling east on a two way, two lane road with a curve to the left.  V1 departed the roadway on the right, traveled along a rock filled ditch then impacted a utility pole with its front plane.  V1 rotated clockwise and came to rest on the roadway facing southeast.",1,42.1671192624275,2,5
17209,2020,25,35,1-25-2020-035-07,7,4,6,11:08,1,2,0,0,0,0,0,9,9,4,"V1 and V2 were both traveling north on two-lane, two-way road. V2 departed its original travel lane to the left, attempting to pass V1.  As V1 was making a left turn, the left side of V1 impacted the right side of V2. Both vehicles came to final rest on the roadway.",1,1111.90226920289,2,5
17210,2020,73,28,1-73-2020-028-07,7,3,2,07:00,2,1,0,0,0,0,0,9,9,0,"V1 was traveling west on a two way, two lane, undivided roadway. V1 departed the right road edge in a clockwise yaw, the undercarriage contacted a ditch. V1 continued on contacting a mailbox with an unknown plane. V1 came to final rest off the roadway.",1,119.775683035841,3,5
17211,2020,73,29,1-73-2020-029-10,10,4,6,11:26,1,1,0,0,0,0,0,9,9,0,"V1 was traveling southwest on a two lane, two way, undivided roadway way negotiating a left hand curve. V1 departed the right road edge, contacting a rock with its frontal plane. V1 came to final rest off the roadway against the rock.",1,164.682143691844,3,5
17212,2020,29,54,1-29-2020-054-06,6,4,6,12:53,1,2,99,99,0,0,5,9,9,1,V1 was traveling westbound in the second lane of a four lane two-way divided roadway approaching an intersection. V2 was traveling westbound in the second lane of a four lane two-way divided roadway behind V1. V1 stopped at the traffic light. The rear plane of V1 was contacted by the frontal plane of V2. V1 and V2 came to final rest in the roadway facing west.,1,59.1680467959973,2,5
17213,2020,29,55,1-29-2020-055-06,6,4,6,22:11,1,1,1,1,1,0,0,9,9,0,V1 was traveling northbound in the first lane of a two lane two-way roadway. V1 departed the roadway to the right. The right side plane of V1 contacted a utility pole. V1 rotated clockwise and final rest was in the roadway facing east.,1,90.1206971356379,2,5
17214,2020,29,56,1-29-2020-056-03,3,4,6,15:10,1,2,9,97,1,0,9,9,9,9,V1 was departing a driveway by reversing southbound in an attempt to turn into the single lane roadway. V2 was traveling eastbound in the single lane roadway. V1 entered into the roadway. The back plane of V1 impacted the left side plane of V2. Both vehicles came into final rest in the roadway. V1 was facing northbound and V2 was facing eastbound.,1,20.5825904533805,2,5
17215,2020,29,57,1-29-2020-057-06,6,4,6,23:40,10,1,99,99,0,0,9,9,9,0,"V1 was traveling northbound in the first lane of a two lane, two-way roadway. V1 departed the roadway on the right side. V1's left front tire impacted the curb. V1 continued onto the sidewalk with the right rear tire impacting the curb. The frontal plane of V1 then impacted three trees as it continued to drive northbound on the sidewalk. The right side plane of V1 side-swiped a metal pole. V1 then continued forward impacting three trees with it's frontal plane. V1 then impacted a traffic cone with it's frontal plane. V1 re-entered the roadway to the left, where it came to final rest facing northwest.",1,34.115473627285,2,5
17522,2020,77,46,1-77-2020-046-05,5,5,1,02:00,5,1,9,97,1,0,9,1,9,0,"V1 was traveling north in lane 2 of a 2 lane, non-positively divided roadway. V1 then veered to the left, departed the roadway on the left side, and struck a curb/median with its left front tire and front undercarriage. V1 then veered to the right, returned to the roadway, crossed both travel lanes, and departed the roadway on the right side. The vehicle then contacted a curb with its front undercarriage, continued over the curb, and traveled down into a ditch. At the bottom of the ditch, the vehicles left front plane struck a tree and its right front plane struck an embankment. The vehicle then came to final rest facing east approximately 6 meters from the roadway.",0,249.177485417041,9,5
17523,2020,59,21,1-59-2020-021-01,1,5,4,02:00,2,1,6,75,1,1,1,2,1,0,"V1 was traveling eastbound on a two-lane, undivided roadway. The front of V1 impacted a fallen tree that extended across the roadway (Event 1). A limb from the fallen tree penetrated the windshield and subsequently impacted the driver in the face/head. V1 departed the roadway on the far left side of the same two-lane roadway. V1 front plane contacted a tree off the roadway where it came to rest, facing east.",1,68.4891686933419,6,5
17524,2020,59,22,1-59-2020-022-10,10,5,3,12:03,1,2,0,0,0,0,0,2,2,4,"V1 was traveling eastbound in lane 1 of a four lane, two way roadway. The driver of V2 was exiting a parking lot, turning right onto the eastbound travel lanes of the adjoining roadway. The front plane of V1 impacted the left side plane of V2.",1,19840.3313289495,6,5
17525,2020,11,33,1-11-2020-033-02,2,5,1,19:10,1,2,2,4,2,0,4,9,1,4,Vehicle 1 was traveling north in lane 4 on a 5-lane divided roadway approaching an intersection. V2 was traveling south in lane 5 on the same 5-lane roadway approaching the intersection. Both vehicles entered the intersection. V2 began to turn left and the front of V1 contacted the front of V2. V1 rotated clockwise and came to rest in the intersection facing northeast. V2 rotated counter-clockwise and came to rest in the intersection facing northeast.,0,102.828754502463,8,5
17526,2020,11,34,1-11-2020-034-04,4,5,3,16:03,1,2,0,0,0,0,0,2,2,4,Vehicle 1 was traveling east in lane 3 on a 5-lane divided roadway approaching an intersection. Vehicle 2 was traveling north in lane 2 on the intersecting 3-lane roadway. Both vehicles entered the intersection and the front of V1 contacted the left side of V2. V1 rotated counter-clockwise and came to rest in the intersection facing north. V2 rotated clockwise and came to rest in the intersection facing northeast.,0,7240.64882472094,8,5
17527,2020,52,73,1-52-2020-073-04,4,5,5,16:58,1,2,99,99,0,0,9,9,9,4,Vehicle 1 was traveling East on a 2 lane two-way roadway. Vehicle 2 was traveling South on a 5 lane Two-way road way. Vehicle 1 entered the intersection. the front of V2 contacted the front left side of V1. Both vehicles came to rest just after impact.,0,62.3012998228573,12,5
17528,2020,52,74,1-52-2020-074-09,9,5,2,20:27,4,1,1,1,1,0,4,2,2,0,"V1 was traveling westbound on a 4-lane one-way roadway in lane 1, negotiating a left curve. V1 departed the roadway on the right, striking a boulder with the front of the vehicle. V1 rotated clockwise and began a left side leading rollover. The top plane of V1 struck a light pole causing V1 to rotate counter clockwise with the left side still contacting the ground. V1 then contacted a utility pole with the undercarriage, before coming to final rest on its left side, facing East.",0,121.160410324492,12,5
16257,2020,59,2,1-59-2020-002-03,3,1,6,07:31,4,2,1,1,1,0,5,2,2,4,"V1 was traveling southbound on a two lane roadway approaching an intersection.  V2 was traveling east bound on a three lane one way roadway approaching the same intersection.  Both vehicles entered the intersection simultaneously and the front plane of V1 struck the left side of V2.  V2 then skidded laterally and the right plane of V2 struck a pole, which then fell on to the top of the vehicle.. The right side then hit a utility box before coming to final rest off the roadway.",0,159.639638944111,6,5
16258,2020,28,5,1-28-2020-005-04,4,1,3,08:35,3,1,0,0,0,0,0,2,2,0,"V1 was east bound on a two lane non divided bi-directional roadway, negotiating a curve to the left. V1 departed the roadway on the right, where it impacted a fallen tree with its right side, a tree with its frontal plane and an unknown object impact to the top plane, coming to final rest over an embankment.",0,123.963031646329,3,5
16259,2020,28,6,1-28-2020-006-09,9,1,1,13:40,3,1,99,99,0,0,9,2,2,0,"V1 was south bound on a two lane non divided bi-directional snow/ice covered dirt road. V1 departed the roadway to the left, rotating counter clockwise as it did. V1 impacted the ground with its frontal plane. V1 then impacted a tree with its right plane and an unknown object with its right plane, before coming to final rest up against the tree.",0,210.343740541914,3,5
16261,2020,10,12,1-10-2020-012-02,2,1,6,23:06,1,1,9,97,1,0,8,1,2,0,"V1 was eastbound on a two-lane, non-physically divided roadway. V1 departed the south side of the roadway, and the front of V1 impacted a utility pole.  V1 came to final rest against the utility pole facing east.",0,22.4086761209608,4,5
16278,2020,27,5,1-27-2020-005-06,6,1,5,22:51,1,1,1,2,1,0,4,2,1,0,"V1 was traveling south on a two-lane, two-way road approaching a T-intersection. V1 swerved right to avoid hitting a deer in the road. V1 then lost control and made an end departure and impacted a telephone pole with its front plane. V1 rotated clockwise and came to rest off the roadway.",0,54.4857147149833,3,5
16279,2020,76,8,1-76-2020-008-10,10,1,3,11:19,1,2,0,0,0,0,0,9,9,4,"V1 was traveling northeast on a two way, two lane, undivided roadway negotiating a left hand curve in the roadway approaching an intersection.  V2 was traveling west on a two way, two lane, undivided roadway negotiating a right hand curve in the roadway approaching the same intersection.  V2 while making a left hand turn to travel in a southwesterly direction contacted the frontal plane of V1 with its frontal plane.  V1 and V2 both came to final rest on the roadway.",0,304.777838145323,3,5
16280,2020,77,14,1-77-2020-014-09,9,1,6,19:14,1,2,99,99,0,0,0,2,2,4,"V2 was traveling northeast in lane 2 of a 4 lane divided roadway. V1 was traveling southwest in lane 4 of a 4 lane divided roadway and was turning left to travel southeast on a 5 lane two way roadway. At the intersection, the front plane of V2 contacted the right side plane of V1. After impact, V1 rotated in a clockwise direction and came to final rest approximately 8 meters east of the point of impact. V2 also rotated in a clockwise direction and came to final rest approximately 6 meters south of the point of impact.",1,1022.65808921567,9,5
18317,2020,16,81,1-16-2020-081-04,4,7,2,15:15,1,2,0,0,0,0,0,2,2,5,Both vehicles were traveling west on an unknown type of roadway when V1 crossed its lane to the left and its front plane contacted the right side plane of V2. Both vehicles came to rest in the area of impact.,0,437.171340827644,5,5
18318,2020,27,52,1-27-2020-052-01,1,7,5,15:02,7,3,3,14,4,1,1,9,1,1,"V1 was headed west traveling behind V2 on a two-lane, two-way road going down an incline. V3 was traveling in the opposite direction. V2 was slowing to make a right turn onto a side road when the front of V1 impacted the rear of V2. V1 deflected off of V2 and crossed into the left lane where its front plane impacted the front of V3 and came to rest in the roadway. V2 initially rotated clockwise but then changed rotation when its right front wheel dug into the pavement and departed the right side of the road and rolled over right side leading in a cartwheel fashion where it impacted a utility box and two shrubs. It came to final rest on its left side off of the right side of the road. V3 deflected off of V1 and departed the right side of the road where it impacted the curb and came to rest partially off of the right side of the road.",0,21.7912456207077,3,5
18319,2020,27,53,1-27-2020-053-04,4,7,5,07:17,2,2,0,0,0,0,0,2,2,4,"V1 was passing through an intersection while traveling north on a two-lane, two-way road. V2 was passing through the same intersection traveling west on a two-lane, two-way road. The front of V2 impacted the left side of V1. The impact caused V1 to rotate clockwise at a faster rate than V2 and the left side of V1 side slapped the right side of V2. Both vehicles came to rest in the intersection.",0,185.241746981977,3,5
18320,2020,66,49,1-66-2020-049-09,9,6,3,15:45,2,2,1,1,2,0,4,1,9,4,"V1 was traveling south on a two lane, two way, undivided roadway, passing through a four leg intersection. V2 was traveling east on a two lane, two way, undivided roadway, passing through the same four leg intersection. The frontal plane of V2 struck the right side plane of V1. V1 continued south departing its travel lane to the left, then departing the roadway to the left and striking a tree with its frontal plane. V1 came to final rest heading southeast at the point of impact with the tree. V2 came to final rest in the intersection heading southeast.",0,889.323514758588,6,5
18321,2020,66,50,1-66-2020-050-08,8,6,6,19:20,1,2,2,4,2,0,4,2,9,4,"V1 was traveling west on a two way, two lane, undivided roadway passing through a four leg intersection. V2 was traveling east on a two way, two lane, undivided roadway, turning left in the same four leg intersection. The frontal plane of V1 struck the frontal plane of V2 causing damage to both vehicles. V1 came to final rest in the intersection heading north. V2 came to final rest in the intersection heading north.",0,122.92970828983,6,5
18322,2020,25,68,1-25-2020-068-09,9,7,5,03:46,2,1,0,0,0,0,5,9,2,0,"V1 was traveling south-west on a two-way, two-lane road. V1 departed the roadway on the right side and impacted a pole with it's frontal plane. After breaking the pole, V1 initiated a  counter-clockwise rotation and impacted a concrete drainage pipe with it's rear plane where it came to final rest facing north east off the roadway.",0,1670.00153061842,2,5
18649,2020,24,115,1-24-2020-115-03,3,7,4,16:37,1,2,2,5,1,0,4,2,2,1,V1 was traveling westbound on a three lane two-way roadway. V2 was traveling directly behind V1.  The front plane of V2 contacted the back plane of V1. Both vehicles came to final rest at impact position.,0,236.839336734029,1,5
18650,2020,16,92,1-16-2020-092-10,10,8,7,18:41,1,2,0,0,0,0,0,2,2,5,V1 and V2 were traveling north on a 4 lane interstate. V1 was in lane 2 and V2 was in lane 1. V1 exited its lane right. The right side of V1 impacted the left side of V2 . V1 spun clockwise coming to final rest near the northbound shoulder facing south. V2 came to final rest on the northbound shoulder facing north.,0,4476.87916056107,5,5
18651,2020,16,93,1-16-2020-093-07,7,8,5,07:40,1,2,0,0,0,0,0,2,2,1,V1 and V2 were traveling south on a three lane interstate. V2 slowed for traffic ahead. The front of V1 collided with the rear of V1.  Both vehicles came to final rest close to point of impact.,0,1034.14697924364,5,5
17529,2020,52,75,1-52-2020-075-04,4,5,4,16:40,1,2,0,0,0,0,0,2,2,4,"Vehicle 1 was traveling North on a 3 lane two-way road approaching an intersection. Vehicle 2 was traveling East on a 4 lane one way road approaching the same intersection. As both vehicles entered the intersection, the left rear side of V1 contacted the front of V2. V1 rotated in a counter-clockwise rotation coming to rest just north of the intersection. V2 came to rest on the east side of the intersection.",0,62.3012998228573,12,5
17530,2020,52,76,1-52-2020-076-06,6,5,5,21:33,1,1,1,3,2,0,4,1,9,9,"V1 was traveling west bound on two lane non-physically divided roadway. While attempting to make a left turn into an alley way, the left side of V1 struck the left side of V2's left side mirror. V1 continued down the alley way eluding police. V1 was eventually stopped in a distant location away from the impact.",0,38.8443964027776,12,5
17531,2020,24,67,1-24-2020-067-07,7,5,3,07:40,1,2,0,0,0,0,0,2,2,4,V1 was traveling east on a two lane roadway approaching an intersection. V2 was traveling northbound passing through the same intersection. The front plane of V1 contacted the left side of V2. V1 and V2 came to final rest at intersection after impact.,1,317.0457008981,1,5
17532,2020,24,68,1-24-2020-068-07,7,5,7,14:27,1,2,0,0,0,0,0,2,2,1,"V1 and V2 were traveling northbound on a two-lane roadway. The front of V1 contacted the rear of V2, both vehicles came to final rest at point of impact.",1,317.0457008981,1,5
17550,2020,10,73,1-10-2020-073-06,6,5,3,00:05,1,1,99,99,0,0,0,2,2,0,"V1 was northbound on a two-lane, non-physically divided roadway. V2 was parked on the roadway, facing south along the west roadway. The front of V1 impacted the front of V2. V1 continued traveling northbound and came to rest facing north past the point of impact.",1,188.055388708997,4,5
17551,2020,10,74,1-10-2020-074-07,7,5,3,12:07,2,2,0,0,0,0,5,2,2,5,"V1 and V2 were traveling south, in the third lane, on a three-lane physically divided roadway with a jersey barrier. V1 was following V2. V1 rotated counter clockwise and departed two lane lines to the right.V1 then crossed back over two lane lines to the left, entering the third lane, where the front of V2 impacted with the left side of V1 ( event 1). The impact caused V1 to then depart lane to the left and impact the front of vehicle with a jersey barrier (event 2). V1 came to final rest in the left shoulder facing east. V2 came to final rest in the third lane facing south.",1,549.005511014809,4,5
17552,2020,29,70,1-29-2020-070-04,4,5,3,11:25,1,2,0,0,0,0,0,9,9,4,V1 was traveling west on a one-way one lane roadway exiting an off ramp. V1 began to turn left at the T-type intersection. V2 was traveling south on an intersecting 2-lane roadway. V2 began to turn left at the intersection and the front of V1 contacted the left side of V2. Both vehicles came to rest in the area of impact.,1,20.0969161514416,2,5
17553,2020,29,71,1-29-2020-071-04,4,5,3,19:46,4,1,0,0,0,0,0,2,2,0,V1 was traveling westbound in the first lane of a two lane two-way roadway. A deer started to enter the roadway and V1 departed the roadway to the right. The frontal plane of V1 contacted an unknown object. V1 continued to travel northwest off the roadway and the left side and right side front and rear areas of V1 contacted unknown objects. V1 came to rest off the north road edge facing northwest.,1,20.0969161514416,2,5
17554,2020,29,72,1-29-2020-072-04,4,5,5,11:26,1,2,0,0,0,0,0,2,2,4,V1 was traveling south on a 2-lane roadway turning left onto an intersecting road. V2 was traveling west on a 2-lane roadway turning right at the intersecting road when the front of V1 contacted the front of V2. Both vehicles came to rest in the area of impact.,1,20.0969161514416,2,5
17555,2020,29,73,1-29-2020-073-06,6,5,3,16:31,2,3,9,97,2,0,8,9,9,1,V1 was traveling northbound in the first lane of a two lane two-way roadway. V2 was traveling northbound in the first lane of a two lane two-way roadway ahead of V1. V3 was traveling southbound in the first lane of a two lane two-way roadway and stopped to attempt a left turn into a parking lot. V2 stopped to let V3 take a left turn. The frontal plane of V1 contacted the rear plane of V2 (Event 1). V2 was pushed forward and the frontal plane of V2 contacted the right side plane of V3 (Event 2). V1 and V2's final rest was in the roadway facing north. V3's final rest was in the roadway facing south.,1,15.9283113200266,2,5
17556,2020,31,31,1-31-2020-031-10,10,5,1,19:45,1,1,0,0,0,0,0,2,2,0,"V1 was eastbound on a two lane, two way, undivided roadway negotiating a right hand curve pulling a trailer. The trailer began fishtailing causing V1 to lose control and depart the roadway to the right. V1 overturned left side leading two quarter turns coming to rest on its top facing west.",1,350.224747976596,6,5
17557,2020,31,32,1-31-2020-032-03,3,5,6,01:59,1,1,2,4,1,0,4,9,2,0,"V1 was westbound on a two lane, two way, undivided roadway approaching a T-intersection. V1 departed the west end of the T-intersection impacting a tree with the frontal plane causing damage. V1 then rotated counter clockwise coming to rest facing west.",1,192.308910457965,6,5
16074,2020,76,2,1-76-2020-002-07,7,1,6,21:00,1,1,0,0,0,0,0,9,9,0,"V1 was traveling westbound on a two way, two lane, undivided roadway negotiating a right hand curve in the roadway.  V1 departed the right hand side of the roadway and struck a tree with its frontal plane.  V1 came to final rest off of the roadway.",0,109.702620646299,3,5
16076,2020,21,2,1-21-2020-002-07,7,1,2,06:10,3,2,0,0,0,0,0,9,9,5,"V1 was traveling northeast on a divided trafficway in lane 2 of two lanes and was overtaking V2, which was traveling north on the same roadway in lane 1.  Control over V1 was lost.  V1 entered lane 1, where its right side came into contact with the left side of V2.  V2 then departed the roadway on the right, where its front end came into contact with an earthen embankment then a concrete bridge support.",0,610.509608798637,11,5
16077,2020,21,3,1-21-2020-003-03,3,1,7,16:10,1,2,1,2,1,0,6,2,2,4,"V1 was traveling south on a two-way (not physically divided) trafficway in lane 2 (of five lanes) crossing through an intersection. V2 was traveling west on a physically divided trafficway (median strip with positive barrier) in lane 2 (of three lanes) crossing through the same intersection. In the intersection, the front end of V1 contacted the right side of V2.",0,123.853894759668,11,5
16078,2020,13,2,1-13-2020-002-03,3,1,2,05:54,1,2,1,1,1,0,4,2,2,4,"V1 was traveling west on a five lane, non-divided two-way roadway entering a light controlled four-legged intersection attempting to turn left. V2 was traveling on a three lane divided roadway entering the same intersection as V1. In the intersection the front of V1 contacted the front of V2.",0,572.968640577782,7,5
17581,2020,20,32,1-20-2020-032-02,2,5,6,19:39,1,2,1,1,5,0,8,1,2,2,"V1 was traveling South on a two way, two lane, undivided roadway. V2 was traveling North on the same two way, tow lane, undivided roadway. V1 traveled across the double yellow lines to pass the vehicle in front. The front of V1 impacted the front of V2. V1 rotated clock-wise off the East road edge and came to final rest off the roadway facing North East. V2 rotated clock-wise and came to rest on the West road edge facing South East.",1,87.07805279924,11,5
17582,2020,20,33,1-20-2020-033-01,1,2,3,99:99,2,1,9,97,2,0,1,1,2,0,"V1 was traveling northbound on a two lane highway in lane one. Traveling at an unknown speed, V1 lost control, crossed over the southbound lane and entered a descending cliff side. V1 began to roll down the cliff coming to rest on its wheels, completely burned, facing a southwest direction at the bottom of the cliff.",1,79.6447235652416,11,5
17583,2020,33,41,1-33-2020-041-09,9,5,3,15:45,1,1,99,99,0,0,0,2,2,0,"Vehicle #1 was traveling north on a two-way, two-lane road. V1 departed the road to the left and the front plane of V1 contacted a tree.",1,262.101851416981,12,5
17584,2020,33,42,1-33-2020-042-08,8,4,1,20:42,3,2,2,5,3,0,3,9,1,4,"Vehicle #1 was traveling southeast on a one-lane, divided roadway. Vehicle #2 was traveling northeast on a three-lane, one-way roadway. Both vehicles entered an intersection, and the front plane of V1 contacted the right plane of V2. Both vehicles rotated and the right plane of V1 contacted the left plane of V2 in a side-slap. V2 departed the road to the right, and the front plane of V2 contacted a pole. V2 came to rest off the road. V1 came to rest on the road to the northeast.",1,36.7231807999359,12,5
17585,2020,33,43,1-33-2020-043-04,4,3,2,18:58,1,2,0,0,0,0,0,1,9,4,"Vehicle 1 was traveling eastbound on a two lane two-way roadway with no lane lines, approaching an intersection with a stop sign. Vehicle 2 was traveling westbound on a two lane two-way roadway approaching the same intersection, with no stop sign. V1 and V2 entered the intersection, and the front plane of V2 contacted the right plane of V1.",1,142.191092447395,12,5
17586,2020,22,46,1-22-2020-046-04,4,5,6,20:10,2,1,1,1,1,0,0,9,9,0,"V1 was traveling east on a two-lane, undivided roadway. V1 departed the right side of the roadway and impacted a barbed wire fence with its frontal plane (Event 1). V1 continued in an easterly direction where it mounted some railroad tracks, resulting in undercarriage damage (Event 2). V1 came to rest on the railway tracks, facing east",1,170.58595487793,12,5
17564,2020,26,70,1-26-2020-070-10,10,5,7,21:10,1,1,0,0,0,0,0,1,9,0,V1 was traveling east in the #3 lane of a 3 lane undivided roadway. V1 turned left at an intersection to head north and departed the road to the right. The front of V1 impacted a pole where V1 rotated clockwise. V1 came to rest partially in the roadway facing northeast.,1,6001.3057355037,10,5
17565,2020,26,71,1-26-2020-071-03,3,5,3,12:04,1,2,1,1,1,0,4,2,2,4,V1 was traveling south in the #3 lane of a 4 lane divided roadway. V2 was traveling west in the #2 lane of a undivided 3 lane roadway. V2 was stopped at the intersection and continued forward through the intersection. The front of V1 impacted the right of V2. Both vehicles came to rest facing southwest in the middle of the intersection.,1,256.744558872082,10,5
17566,2020,26,72,1-26-2020-072-02,2,5,2,08:52,2,2,3,27,2,2,3,9,1,0,V1 was traveling west in the number 2 lane of a 2 lane divided roadway. V2 was traveling east in the number 1 lane of a 2 lane divided roadway. V2 departed the lane to the left and the front of V2 impacted a center divider curb. V2 continued forward into the eastbound travel lanes where the front of V1 impacted the front of V2. The force of the collision pushed V1 rearward and counter clockwise where V1 came to rest facing southerly. V2 continued forward after the impact and came to rest south of V1 facing west.,1,24.5416826327623,10,5
17567,2020,26,73,1-26-2020-073-09,9,5,1,01:46,1,1,9,97,1,0,9,2,2,0,V1 was traveling westbound in the number 1 lane of a 3 lane undivided roadway. V2 was legally parked facing westbound on the shoulder. V1 departed the roadway to the right and the front of V1 impacted the back of V2. The force of this collision pushed V2 forward and to the north where V2 came to rest against 2 parked cars. V1 continued forward and came to rest against the rear of V2.,1,1185.63477384842,10,5
17568,2020,19,66,1-19-2020-066-08,8,5,3,22:15,3,1,2,5,1,0,3,9,2,0,"V1 was traveling southwest in lane two of a four lane divided interstate roadway. V1 suffered a malfunction in the LF wheel. V1 departed the road edge to the left, and the front plane contacted the end of a guardrail. V1 rotated counter clockwise, crossed two lanes, departed the roadway on the right side, and the right plane contacted a guardrail face. V1 continued, and crossed two lanes, departed the roadway again on the left side,V1's front plane contacted the guardrail face, V1 came to final rest partially in the roadway.",0,85.5396672034099,9,5
17569,2020,19,67,1-19-2020-067-08,8,5,5,05:20,1,2,9,97,3,0,3,2,2,4,V1 was traveling southeast on a two lane roadway approaching an intersection attempting a left turn. V2 was traveling south in lane two on a two lane divided roadway approaching the same intersection. V1's left plane was contacted by V2's front plane. Both vehicles came to rest in the roadway.,0,85.5396672034099,9,5
17570,2020,19,68,1-19-2020-068-06,6,5,7,12:47,3,1,1,1,2,0,4,2,2,0,"V1 was traveling north in lane 2 on a 2-lane, one-way roadway when it departed its lane to the right then departed the right road edge where its front right corner contacted a guardrail face. V1 continued forward and its right side contacted the guardrail face. V1 rotated clockwise and its front plane contacted the guardrail face then V1 came to rest on the roadway facing southeast.",0,215.38149279612,9,5
17571,2020,19,69,1-19-2020-069-03,3,5,6,10:06,2,1,1,1,1,0,4,2,2,0,"V1 was heading northeast on a 2 lane roadway, negotiating a slight right curve. V1 departed its travel lane to the left, and then departed the roadway to the left. V1's front plane contacted a tree then contacted a second larger tree. V1 came to final rest off the roadway.",0,106.472444681708,9,5
17223,2020,33,30,1-33-2020-030-03,3,4,6,14:04,1,2,1,2,1,0,4,2,2,1,"Vehicle 1 and Vehicle 2 were traveling southbound on a narrow, two-way, two lane, undivided roadway with no lane lines. V2 pulled part-way off the roadway to allow V1 to pass. The front plane of V1 contacted the back plane of V2. Both vehicles came to rest on the roadway.",1,43.6836647426954,12,5
